(8194, '10ανακυψασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17580, 'αδουσιν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(11325, 'αδραμυττηνω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11433, 'αδρια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13756, 'αδροτητι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7134, 'αδυνατα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2735, 'αδυνατησει', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2950, 'αδυνατον', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(10052, 'αδυνατοσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(12444, 'αδυνατων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5224, 'αει', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(10952, 'αερα', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(14289, 'αεροσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3524, 'αετοι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(17686, 'αετου', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17561, 'αετω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5104, 'αζυμα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12779, 'αζυμοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12782, 'αζυμοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3761, 'αζυμων', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(77, 'αζωρ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9584, 'αζωτον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17697, 'αηρ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13421, 'αθα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13367, 'αθανασιαν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16941, 'αθεμιτοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9753, 'αθεμιτον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14306, 'αθεοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17095, 'αθεσμων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6424, 'αθετει', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(4693, 'αθετειτε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4604, 'αθετησαι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16178, 'αθετησασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16130, 'αθετησιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16003, 'αθετησισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12614, 'αθετησω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17354, 'αθετουσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14092, 'αθετω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6423, 'αθετων', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(10395, 'αθηναιοι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10373, 'αθηναισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10369, 'αθηνων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15424, 'αθλη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15426, 'αθληση', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16190, 'αθλησιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14823, 'αθυμωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3924, 'αθωον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3970, 'αθωοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(95, 'αι', 181, 'Article', 'Feminine', 'Plural', 'Nominative')
(16319, 'αιγειοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2131, 'αιγιαλον', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(16284, 'αιγυπτιοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9399, 'αιγυπτιον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10893, 'αιγυπτιοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9391, 'αιγυπτιων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(307, 'αιγυπτον', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(17799, 'αιγυπτοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(320, 'αιγυπτου', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(353, 'αιγυπτω', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(17345, 'αιδιοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11637, 'αιδιοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15130, 'αιδουσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(9557, 'αιθιοπων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9552, 'αιθιοψ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2631, 'αιμα', 43, 'N/A', 'N/A', 'N/A', 'N/A')
(18081, 'αιματα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16121, 'αιματεκχυσιασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3421, 'αιματι', 20, 'N/A', 'N/A', 'N/A', 'N/A')
(3434, 'αιματοσ', 42, 'N/A', 'N/A', 'N/A', 'N/A')
(7712, 'αιματων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1549, 'αιμορροουσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9666, 'αινεα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9662, 'αινεαν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(7220, 'αινειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12463, 'αινειτε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16462, 'αινεσεωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13211, 'αινιγματι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3118, 'αινον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9053, 'αινουντα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5620, 'αινουντεσ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(5603, 'αινουντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7842, 'αινων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7509, 'αιρε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1523, 'αιρει', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(7196, 'αιρεισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13102, 'αιρεσεισ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(10125, 'αιρεσεωσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11102, 'αιρεσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9226, 'αιρεσισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9579, 'αιρεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6317, 'αιρετε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15691, 'αιρετικον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14533, 'αιρησομαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4235, 'αιρομενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6046, 'αιροντοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7200, 'αιρων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4557, 'αιρωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1894, 'αισ', 18, 'N/A', 'N/A', 'N/A', 'N/A')
(14515, 'αισθησει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15904, 'αισθητηρια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6387, 'αισθωνται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15175, 'αισχροκερδεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15161, 'αισχροκερδη', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16983, 'αισχροκερδωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14802, 'αισχρολογιαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13082, 'αισχρον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(14417, 'αισχροτησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15618, 'αισχρου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17374, 'αισχυνασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16971, 'αισχυνεσθω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14636, 'αισχυνη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6795, 'αισχυνησ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(13831, 'αισχυνθησομαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17243, 'αισχυνθωμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6951, 'αισχυνομαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9036, 'αιτειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7874, 'αιτεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5223, 'αιτεισθαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3027, 'αιτεισθε', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1155, 'αιτειτε', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(16488, 'αιτειτω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7522, 'αιτημα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14653, 'αιτηματα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(991, 'αιτησαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5531, 'αιτησασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8562, 'αιτησασθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1166, 'αιτησει', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(8561, 'αιτησεσθε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1165, 'αιτηση', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(4594, 'αιτησησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2379, 'αιτησηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3136, 'αιτησητε', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(4988, 'αιτησθε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4596, 'αιτησομαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4592, 'αιτησον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6669, 'αιτησουσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4597, 'αιτησωμαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4933, 'αιτησωμεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(2814, 'αιτησωνται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2897, 'αιτια', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11163, 'αιτιαματα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2875, 'αιτιαν', 20, 'N/A', 'N/A', 'N/A', 'N/A')
(5254, 'αιτιασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3603, 'αιτινεσ', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(7478, 'αιτιον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15890, 'αιτιοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10653, 'αιτιου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11162, 'αιτιωματα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14342, 'αιτουμαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14355, 'αιτουμεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7518, 'αιτουμενοι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(900, 'αιτουντι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3023, 'αιτουσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1179, 'αιτουσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(17280, 'αιτωμεθα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17259, 'αιτωμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1160, 'αιτων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7353, 'αιφνιδιοσ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(14364, 'αιχμαλωσιαν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(15505, 'αιχμαλωτευοντεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12020, 'αιχμαλωτιζοντα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13826, 'αιχμαλωτιζοντεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7329, 'αιχμαλωτισθησονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5850, 'αιχμαλωτοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3127, 'αιωνα', 39, 'N/A', 'N/A', 'N/A', 'N/A')
(1011, 'αιωνασ', 34, 'N/A', 'N/A', 'N/A', 'N/A')
(2053, 'αιωνι', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(13573, 'αιωνια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15032, 'αιωνιαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12436, 'αιωνιοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2783, 'αιωνιον', 49, 'N/A', 'N/A', 'N/A', 'N/A')
(8460, 'αιωνιοσ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(4339, 'αιωνιου', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(6968, 'αιωνιουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15401, 'αιωνιων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2210, 'αιωνοσ', 31, 'N/A', 'N/A', 'N/A', 'N/A')
(12646, 'αιωνων', 33, 'N/A', 'N/A', 'N/A', 'N/A')
(14297, 'αιωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11969, 'ακαθαρσια', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(11655, 'ακαθαρσιαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3408, 'ακαθαρσιασ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4298, 'ακαθαρτα', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(4195, 'ακαθαρτοισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2095, 'ακαθαρτον', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(14423, 'ακαθαρτοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5883, 'ακαθαρτου', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(4180, 'ακαθαρτω', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1624, 'ακαθαρτων', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(15543, 'ακαιρωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16021, 'ακακοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12573, 'ακακων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2150, 'ακανθαι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(2148, 'ακανθασ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(5236, 'ακανθινον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1214, 'ακανθων', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(17369, 'ακαρπα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15702, 'ακαρποι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14429, 'ακαρποισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2214, 'ακαρποσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(17025, 'ακαρπουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15653, 'ακαταγνωστον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13088, 'ακατακαλυπτον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13078, 'ακατακαλυπτω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10961, 'ακατακριτον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10314, 'ακατακριτουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16001, 'ακαταλυτου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17126, 'ακαταπαυστουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16628, 'ακαταστασια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13995, 'ακαταστασιαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13638, 'ακαταστασιαισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7298, 'ακαταστασιασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16608, 'ακαταστατον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16496, 'ακαταστατοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16607, 'ακατασχετον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8889, 'ακελδαμα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8890, 'ακελδαμαχ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1701, 'ακεραιοι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12576, 'ακεραιουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9614, 'ακηκοα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7933, 'ακηκοαμεν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(12487, 'ακηκοασιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8015, 'ακηκοατε', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(8672, 'ακηκοοτασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16167, 'ακλινη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2513, 'ακμην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4739, 'ακοαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15895, 'ακοαισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3466, 'ακοασ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(658, 'ακοη', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(2356, 'ακοην', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(12200, 'ακοησ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1374, 'ακολουθει', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(4791, 'ακολουθειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2661, 'ακολουθειτω', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(8510, 'ακολουθησαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2953, 'ακολουθησαντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7750, 'ακολουθησαντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5123, 'ακολουθησατε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8511, 'ακολουθησεισ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(8288, 'ακολουθησουσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1362, 'ακολουθησω', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(8287, 'ακολουθησωσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8831, 'ακολουθουντα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7744, 'ακολουθουντασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3090, 'ακολουθουντεσ', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(6128, 'ακολουθουντι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13023, 'ακολουθουσησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1325, 'ακολουθουσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(8199, 'ακολουθων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5027, 'ακουε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1244, 'ακουει', 18, 'N/A', 'N/A', 'N/A', 'N/A')
(1867, 'ακουειν', 31, 'N/A', 'N/A', 'N/A', 'N/A')
(3114, 'ακουεισ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(12761, 'ακουεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1752, 'ακουετε', 25, 'N/A', 'N/A', 'N/A', 'N/A')
(1868, 'ακουετω', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(8926, 'ακουομεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5693, 'ακουοντα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9199, 'ακουοντασ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(2168, 'ακουοντεσ', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(18210, 'ακουοντι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2197, 'ακουοντοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7172, 'ακουοντων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1821, 'ακουουσιν', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(2092, 'ακουσαι', 17, 'N/A', 'N/A', 'N/A', 'N/A')
(267, 'ακουσαντεσ', 56, 'N/A', 'N/A', 'N/A', 'N/A')
(7749, 'ακουσαντων', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(214, 'ακουσασ', 41, 'N/A', 'N/A', 'N/A', 'N/A')
(4504, 'ακουσασα', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(15837, 'ακουσασιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2192, 'ακουσατε', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(17443, 'ακουσατω', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(7028, 'ακουσατωσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2009, 'ακουσει', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9086, 'ακουσεσθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2172, 'ακουσετε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1686, 'ακουση', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(5066, 'ακουσητε', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(15759, 'ακουσθεισιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4138, 'ακουσθη', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(6585, 'ακουσθησεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10437, 'ακουσομεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7996, 'ακουσονται', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(7997, 'ακουσουσιν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(14538, 'ακουσω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2184, 'ακουσωσιν', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(6327, 'ακουω', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(1262, 'ακουων', 17, 'N/A', 'N/A', 'N/A', 'N/A')
(4360, 'ακουωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12848, 'ακρασιαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3394, 'ακρασιασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15495, 'ακρατεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17909, 'ακρατου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10912, 'ακριβειαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11245, 'ακριβεστατην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10521, 'ακριβεστερον', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(255, 'ακριβωσ', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(4160, 'ακριδασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(406, 'ακριδεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17710, 'ακριδων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11736, 'ακροαται', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(11212, 'ακροατηριον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16529, 'ακροατησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11771, 'ακροβυστια', 19, 'N/A', 'N/A', 'N/A', 'N/A')
(9795, 'ακροβυστιαν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11856, 'ακροβυστιασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16821, 'ακρογωνιαιον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14321, 'ακρογωνιαιου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15969, 'ακροθινιων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7005, 'ακρον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5092, 'ακρου', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3542, 'ακρων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10444, 'ακυλαν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(10497, 'ακυλασ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(14119, 'ακυροι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4697, 'ακυρουντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11601, 'ακωλυτωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12990, 'ακων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4884, 'αλα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3738, 'αλαβαστρον', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(11693, 'αλαζονασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17233, 'αλαζονεια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16682, 'αλαζονειαισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15487, 'αλαζονεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13181, 'αλαλαζον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4528, 'αλαλαζοντασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12075, 'αλαλητοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4829, 'αλαλον', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(4746, 'αλαλουσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(721, 'αλασ', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(14836, 'αλατι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1022, 'αλειψαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16723, 'αλειψαντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8333, 'αλειψασα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5299, 'αλειψωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
